atlantic_slave_trade_reinstate_title;Reinstate the Atlantic Slave Trade;;;;;;;;;;;;;;;;;;;;;;;x
annex_cuba_desc;Cuban independence is in our best interests, as it allows us to control the heart of the Golden Circle: Havana. The people may not approve, but we must take control of Cuba for the glory of the Confederate States!;;;;;;;;;;;;;;;;;;;;;;;x
annex_cuba_title;Annex Cuba;;;;;;;;;;;;;;;;;;;;;;;x
annex_haiti_desc;Not so long ago, the island of Haiti was a French slave state. The people there are wary of our might, but they cannot deny the Confederate influence that affects them in everything they do. They do not understand how joining us would be favourable to them, but they are blind. We will claim what is ours, and make the Haitians know their place.;;;;;;;;;;;;;;;;;;;;;;;x
annex_haiti_title;Annex Haiti;;;;;;;;;;;;;;;;;;;;;;;x
annex_puerto_rico_desc;Just as some of the Southern states were under the power of the Spanish crown, so too was Puerto Rico. We have convinced them that this draws our countries together, and now they wish to be a part of our nation.;;;;;;;;;;;;;;;;;;;;;;;x
annex_puerto_rico_title;Annex Puerto Rico;;;;;;;;;;;;;;;;;;;;;;;x
enlist_coloured_troops_desc;War is burning our nation, and soon the people will force us to surrender. We say nay! It may go against our core beliefs, but to win this conflict we must allow slaves to be freed, so long as they willingly enlist as soldiers. This may be a heavy price, but it is a price that we have to pay in these dark times.;;;;;;;;;;;;;;;;;;;;;;;x
enlist_coloured_troops_title;Enlist Slaves as the Coloured Troops;;;;;;;;;;;;;;;;;;;;;;;x
caribean_purchase_offer_title;Caribean Purchase;;;;;;;;;;;;;;;;;;;;;;;x
caribean_purchase_offer_desc;Cigars and Rum for everyone!.;;;;;;;;;;;;;;;;;;;;;;;x
move_capital_to_havana_desc;The great goal of the Knights of the Golden Circle is nearly accomplished. By moving our capital to Havana, on the island of Cuba, we will once and for all assert our dominance over the Caribbean seas. For Dixie, and the Golden Circle!;;;;;;;;;;;;;;;;;;;;;;;x
move_capital_to_havana_title;Move the Capital to Havana;;;;;;;;;;;;;;;;;;;;;;;x
burn_the_white_house_desc;A symbol of American power and prestige, this building has no meaning to us. However, desecrating this symbol will make the American people less willing to go on, and it will certainly be a blow to the international prestige of the United States.;;;;;;;;;;;;;;;;;;;;;;;x
burn_the_white_house_title;Burn the White House;;;;;;;;;;;;;;;;;;;;;;;x
sell_france_haiti_desc;The French still wish for a real foothold in the New World, and prior to the beginning of the 19th century, their foothold was Haiti. Now with this island under our control, should we relinquish it in order to better our relations with France, and allow them to regain some old glory?;;;;;;;;;;;;;;;;;;;;;;;x
sell_france_haiti_title;Sell Haiti to France;;;;;;;;;;;;;;;;;;;;;;;x
join_slave_trade_desc;Now that the Atlantic Slave Trade has been established once more, we have the opportuniy to join it and reap the infamous profits of an age-old institution. Though it will anger the Great Powers, perhaps it shall lead to an alliance between these Atlantic slave states?;;;;;;;;;;;;;;;;;;;;;;;x
join_slave_trade_title;Join the Atlantic Slave Trade;;;;;;;;;;;;;;;;;;;;;;;x
leave_slave_trade_desc;Though at once it seemed like a good and profitable idea, the Atlantic Slave Trade has only brought us ruin and infamy. It is time to end our participation in this damned trade.;;;;;;;;;;;;;;;;;;;;;;;x
leave_slave_trade_title;Leave the Atlantic Slave Trade;;;;;;;;;;;;;;;;;;;;;;;x
end_slave_trade_desc;The trading of slaves must stop. We once profited from the Atlantic Slave Trade, just as the nations of Europe did in their golden ages centuries ago, but the slave trade is not an institution for the modern age. We must bring an end to it once again, burying it in the pages of history.;;;;;;;;;;;;;;;;;;;;;;;x
end_slave_trade_title;Dismantle the Atlantic Slave Trade;;;;;;;;;;;;;;;;;;;;;;;x
enact_the_homestead_act_csa_desc;Signed into law in 1862, the purpose of the Homestead Act was to further encourage peaceful immigration from other countries, primarily Europe, and in this it was a major success. This act grants those immigrant farmers who apply some 160 acres of federal land in areas not controlled by $COUNTRY_ADJ$ plantation owners.;;;;;;;;;;;;;;;;;;;;;;;x
enact_the_homestead_act_csa_title;Enact the Homestead Act;;;;;;;;;;;;;;;;;;;;;;;x
custers_expedition_csa_desc;Rumours say that in Sioux territory there are rivers full of gold, untapped to this day. For the prosperity of our nation it is best to investigate this, and so we have at the ready a veteran Samuel Cooper to send into the Black Hills...;;;;;;;;;;;;;;;;;;;;;;;x
custers_expedition_csa_title;Expedition to the Black Hills;;;;;;;;;;;;;;;;;;;;;;;x
pro_slavery_propaganda_desc;As times wears on, the institution of slavery continues to grow more and more unpopular. We will not stand for this! To improve our grip on slavery, we must spread word amongst the people that slavery is good, and will lead to a better nation. So long as there is $COUNTRY_ADJ$ doubt about slavery, this propaganda must go on.;;;;;;;;;;;;;;;;;;;;;;;x
pro_slavery_propaganda_title;Spread Pro-Slavery Propaganda;;;;;;;;;;;;;;;;;;;;;;;x
enslave_the_free_desc;Some lucky slaves have earned their freedom, or were spared enslavement in the first place. Their freedom is at an end. We will seek them out and make them work, though it will lower our standing in the world and could spark rebellion amongst the people of $COUNTRY$.;;;;;;;;;;;;;;;;;;;;;;;x
enslave_the_free_title;Enslave the Now Free;;;;;;;;;;;;;;;;;;;;;;;x
mexican_purchase_desc;We are still inferior to the Union, and rely on them for Pacific imports. If we can purchase the regions of Sonora and Chihuahua from Mexico, then we will be able to control a coast on the Atlantic and Pacific oceans, greatly increasing our industrial capability. An influential senator by the name of Turtledove has written up a proposal to be sent to Mexican diplomats - now, all we must do is authorize this purchase.;;;;;;;;;;;;;;;;;;;;;;;x
mexican_purchase_title;Purchase Sonora and Chihuahua;;;;;;;;;;;;;;;;;;;;;;;x
state_of_nation_desc;The time has come, President, to address our nation. We will let them understand the problems and victories that we have seen, and how we will face the coming years. Let freedom ring, and let other nations see the strength of our beloved democracy!;;;;;;;;;;;;;;;;;;;;;;;x
state_of_nation_title;State of the Nation Speech;;;;;;;;;;;;;;;;;;;;;;;x
restore_mexican_capital_desc;At last we have thrown the Confederate Americans out of Mexico! They will not be able to recover from this, and in triumph we must now return our capital to Mexico City. All Confederate claims to our lands are now invalid, thanks to Mexican supremacy!;;;;;;;;;;;;;;;;;;;;;;;x
restore_mexican_capital_title;Return to Mexico City;;;;;;;;;;;;;;;;;;;;;;;x
csa_brazilian_culture_desc;The Brazilians have long been our friends, and we should accept them as brothers in our nation.;;;;;;;;;;;;;;;;;;;;;;;x
csa_brazilian_culture_title;Embrace Brazilian Culture;;;;;;;;;;;;;;;;;;;;;;;x
brazil_dixie_culture_desc;The Dixies of the CSA have long been our friends, and we should accept them as brothers in our nation.;;;;;;;;;;;;;;;;;;;;;;;x
brazil_dixie_culture_title;Embrace Dixie Culture;;;;;;;;;;;;;;;;;;;;;;;x
aberdeen_act_desc;In the 1820s, the Brazilian government signed legislature to formally end the slave trade in their country, but this law is not put into force. As the primary force in the world against the evils of slavery, it falls upon us to ensure that Brazil follows international conventions and puts an end to the slave trade.;;;;;;;;;;;;;;;;;;;;;;;x
aberdeen_act_title;Aberdeen Act;;;;;;;;;;;;;;;;;;;;;;;x
mulatto_african_tension_desc;There exists in Brazil a sharp tension between Brazilian-born blacks and mulattos, and the African slaves taken from overseas. By favouring the mulattos and granting some of them manumission in direct opposition to the Africans, we can appease Brazilian-born slaves while sparking tensions between them and the African slaves, reduicng the chances that they will rebel against us.;;;;;;;;;;;;;;;;;;;;;;;x
mulatto_african_tension_title;Favour the Mulattos;;;;;;;;;;;;;;;;;;;;;;;x
tex_claim_rio_grande_desc;Proper Texan lands pass across the banks of the Rio Grande into what is considered Mexican territory. We, as a now independent nation, can claim the whole of the Rio Grande region for our own, and make it Texan as it should be.;;;;;;;;;;;;;;;;;;;;;;;x
tex_claim_rio_grande_title;Claim the Rio Grande;;;;;;;;;;;;;;;;;;;;;;;x
tex_final_independence_desc;Long has the United States of America laid claim to Texan lands, and many within Texas believe that it is in our best interests to submit their their notions of a vast republican empire spanning the North American continent. However, we will not let another flag fly on Texan soil, and just as our forefathers fought to keep this country free, so will we do our part. We have enough political clout now to convince the great powers of the world that the USA has no right to claim Texan soil - though the Americans will certainly not appreciate this move.;;;;;;;;;;;;;;;;;;;;;;;x
tex_final_independence_title;Declare Independence;;;;;;;;;;;;;;;;;;;;;;;x
tex_support_csa_desc;With America divided between the Northern Union and the Southern Confederates, we should cast our lot in this great Civil War. Since we have long had ties to the Southern states, perhaps we should ally with them, though considering that this will quickly draw our country to war, the Texan people may not look on this decision too fondly.;;;;;;;;;;;;;;;;;;;;;;;x
tex_support_csa_title;Support the Confederate States;;;;;;;;;;;;;;;;;;;;;;;x
the_golden_circle_desc;In accord with the plans of the influential Knights of the Golden Circle, we should draw Confederate interests southward, away from the foolish ideals of Manifest Destiny. The colonies of the New World where Europeans first set foot will be ours!;;;;;;;;;;;;;;;;;;;;;;;x
the_golden_circle_title;Claim the Golden Circle;;;;;;;;;;;;;;;;;;;;;;;x
slave_integration_CSA_desc;Slavery remained in the past. All Confederate citizens, without distinction of race, must have the same rights and privileges under the law.;;;;;;;;;;;;;;;;;;;;;;;x
slave_integration_CSA_title;Integrate the African diaspora;;;;;;;;;;;;;;;;;;;;;;;x
recognize_confederate_sovereignty_desc;The Rebels have won a devastating victory and we have no choice but unconditional surrender.  The Confederate States of America have won the right to forge their own destiny as a sovereign nation.;;;;;;;;;;;;;;;;;;;;;;;x
recognize_confederate_sovereignty_title;Recognize the Confederacy;;;;;;;;;;;;;;;;;;;;;;;x
AZ_NM_TX_slavery_desc;Slavery has spread from Texas to Arizona and New Mexico...;;;;;;;;;;;;;;;;;;;;;;;x
AZ_NM_TX_slavery_title;The Peculiar Institution spreads West!;;;;;;;;;;;;;;;;;;;;;;;x
first_cherokee_mounted_rifles_title;Form General Chief Stand Watie's First Cherokee Mounted Rifles;;;;;;;;;;;;;;;;;;;;;;;x
first_cherokee_mounted_rifles_desc;Chief Stand Watie of the Cherokee Nation forms the First Cherokee Mounted Rifles to fight on the side of the Confederacy in exchange for representation and citizenship for his people in the Confederate government.  His army was the last to surrender to the Union.;;;;;;;;;;;;;;;;;;;;;;;x
move_to_richmond_title;Move the Capital to Richmond;;;;;;;;;;;;;;;;;;;;;;;x
move_to_richmond_desc;Where Virginia goes the South will follow.  Virginia has decided to cast her lot with the Confederacy.  We can move our capital to Richmond if so desired in order to be closer to the vital eastern front and our most densely populated states.;;;;;;;;;;;;;;;;;;;;;;;x
dreadnoughts_from_the_empire_desc;In order to maintain naval supremacy, we could ask the Dominion governments to contribute to the cost of constructing ships.;;;;;;;;;;;;;;;;;;;;;;;x
dreadnoughts_from_the_empire_title;Dreadnoughts from the Empire;;;;;;;;;;;;;;;;;;;;;;;x
revengance_desc;Now that we've regained control of the Haitian colony, we should show our new subjects how we respond to the slaughter of whites.;;;;;;;;;;;;;;;;;;;;;;;x
revengance_title;Vengeance;;;;;;;;;;;;;;;;;;;;;;;x
entente_cordiale_title;The Entente Cordiale;;;;;;;;;;;;;;;;;;;;;;;x
entente_cordiale_desc;"The Entente Cordiale was a series of agreements signed between the United Kingdom and France. The beginning of the 20th century saw both nations diplomatically isolated from other European powers, France by the skillful German Chancellor Otto von Bismarck, and the United Kingdom by their own choice of ""Splendid Isolationism"". With the balance of power shifting it would be wise to reconcile the rift that has existed between the British and French peoples for generations.";;;;;;;;;;;;;;;;;;;;;;;x
remove_kebab;Remove the Turks;;;;;;;;;;;;;;;;;;;;;;;x
remove_kebab_desc;We must remove the Turks to make our nation strong and glorious, these disgusting Turkish people only inhibit our ability to govern effectively.;;;;;;;;;;;;;;;;;;;;;;;x
remove_kebab_setup;The Turkish are removed, our nation is now in a position to become strong once again.;;;;;;;;;;;;;;;;;;;;;;;x
remove_kebab_short;The Turks have been removed.;;;;;;;;;;;;;;;;;;;;;;;x
remove_kebab_title;Remove the Turks!;;;;;;;;;;;;;;;;;;;;;;;x
remove_undesireables;Remove Undesireables;;;;;;;;;;;;;;;;;;;;;;;x
remove_undesireables_desc;Our country has been plagued for far too long by people not of our culture. These people are bringing down our economy, causing all our problems, and are the source of all our woes. We should institute a program to remove these people from our glorious country.;;;;;;;;;;;;;;;;;;;;;;;x
remove_undesireables_fascist;Remove Undesireables;;;;;;;;;;;;;;;;;;;;;;;x
remove_undesireables_fascist_desc;Our country has been plagued for far too long by people not of our culture. These people are bringing down our economy, causing all our problems, and are the source of all our woes. We should institute a program to remove these people from our glorious country.;;;;;;;;;;;;;;;;;;;;;;;x
remove_undesireables_fascist_setup;Remove Undesireables;;;;;;;;;;;;;;;;;;;;;;;x
remove_undesireables_fascist_short;Remove Undesireables;;;;;;;;;;;;;;;;;;;;;;;x
remove_undesireables_fascist_title;Remove the Undesireables;;;;;;;;;;;;;;;;;;;;;;;x
remove_undesireables_setup;Remove Undesireables;;;;;;;;;;;;;;;;;;;;;;;x
remove_undesireables_short;Remove Undesireables;;;;;;;;;;;;;;;;;;;;;;;x
remove_undesireables_title;Remove the Undesireables;;;;;;;;;;;;;;;;;;;;;;;x
kebabbies;Integration Policy;;;;;;;;;;;;;;;;;;;;;;;x
kebabbies_desc;Our policy to remove untoward elements in our country has proved successful, but new immigrants or acquisitions to the nation have not forgotten. Our core population, however, is experiencing a new state of euphoria.;;;;;;;;;;;;;;;;;;;;;;;x
kebabbies_title;Integration Policy;;;;;;;;;;;;;;;;;;;;;;;x
encourage_war_desc;Support for the current war is weak, with a little effort we could start a propaganda campaign to convince them otherwise.;;;;;;;;;;;;;;;;;;;;;;;x
encourage_war_title;Encourage War;;;;;;;;;;;;;;;;;;;;;;;x
war_encouraged;Encourage War;;;;;;;;;;;;;;;;;;;;;;;x
war_encouraged_desc;Support for the current war is weak, with a little effort we could start a propaganda campaign to convince them otherwise.;;;;;;;;;;;;;;;;;;;;;;;x
remove_integration_policy;Revoke the Integration Policy;;;;;;;;;;;;;;;;;;;;;;;x
remove_integration_policy_desc;Active persecution of minorities within our country has brought us to the brink of unstability and drawn the ire of the world. We should revoke these policies.;;;;;;;;;;;;;;;;;;;;;;;x
remove_integration_policy_setup;Revoke the Integration Policy;;;;;;;;;;;;;;;;;;;;;;;x
remove_integration_policy_short;Revoke the Integration Policy;;;;;;;;;;;;;;;;;;;;;;;x
remove_integration_policy_title;Revoke the Integration Policy;;;;;;;;;;;;;;;;;;;;;;;x
approach_for_liberation_title;Ask for Liberation;;;;;;;;;;;;;;;;;;;;;;;x
approach_for_liberation_desc;With our country occupied by a foreign power at war with our overlords, we might be able to bargain for our freedom and protection in return for our defection.;;;;;;;;;;;;;;;;;;;;;;;x
primus_inter_pares_desc;The kings of Hungary very rarely held absolute power, but was rather considered to be first among equals among the aristocracy. From very early on, although primogeniture was in effect, kings had to also be elected by the Estates before coronation. During later ages, certain aristocrats even gained the right of insurgency, should the king act tyrannically. Now, at the dawn of a New Age, the evolution of state, government and political parties made reforms necessary. It is time for our Monarch, in accordance with the Estates, to give a Constitution to His people, so we might step up to the challanges of this New Era.;;;;;;;;;;;;;;;;;;;;;;;x
primus_inter_pares_title;Primus Inter Pares;;;;;;;;;;;;;;;;;;;;;;;x
tizenket_pont_desc; ' We demand the freedom of the press, and the abolition of censorship!' The first of twelve demands drafted by Mór Jókai and Sándor Petöfi, two young poets, during the Revolution of Pest 15th March 1848. To conclude the Springtime of Nations, we should enact more liberal press and voting rights to appease the (hopefully) rising Middle Class.;;;;;;;;;;;;;;;;;;;;;;;x
tizenket_pont_title;Kívánjuk a sajtó szabadságát, a cenzúra eltörlését!;;;;;;;;;;;;;;;;;;;;;;;x
king_of_rama_desc;The Balkans, and Bosnia, in particular, have always been a direction of Hungarian expansionism. The kings of Hungary even adopted the title King of Rama to declare their direct or indirect control over the region, but with the Ottoman onslaught, these lands were lost. Now, we have the power to revive the title and reclaim the land.;;;;;;;;;;;;;;;;;;;;;;;x
king_of_rama_title;King of Rama;;;;;;;;;;;;;;;;;;;;;;;x
dalmatian_patrimony_desc;Ever since King László I conquered and formed a personal union with Croatia, the Dalmatian Coast has been in the Hungarian sphere of influence, constantly contested by either the Byzantines or the Venetians. Unfortunately, this land, along with many others, also fell to the Ottomans, so we should take steps to reclaim it.;;;;;;;;;;;;;;;;;;;;;;;x
dalmatian_patrimony_title;The Dalmatian Coast;;;;;;;;;;;;;;;;;;;;;;;x
halych_dominion_desc;Halych and other Principalities of the Kievan Rus were another popular direction of expansionism of Hungary during the Medieval times. Countless campaigns were led to exert control over the region. King András II was even crowned King of Halych. Now, we have enough power and influence in the World, to revive our claims on the region. However, that was a long time ago, and did not last even then, so other Powers might not view us favorably, should we press these claims.;;;;;;;;;;;;;;;;;;;;;;;x
halych_dominion_title;The Halych Claims;;;;;;;;;;;;;;;;;;;;;;;x
polish_enclave_desc;By conquering Galicia large number of Poles came to be under our rule. Poland and Hungary have maintained friendly relationship throughout the late Middle and the early Modern Ages. Being locked in a never ending struggle with the Ottomans and the Habsburgs, wewere in no position to prevent Russia, Prussia, and Austria to divide Poland among eachother. Because they still do not have a nation of their own, and to acknowledge our people's special relationship, we should give Polish citizens residency, so they might have a place to call home.;;;;;;;;;;;;;;;;;;;;;;;x
polish_enclave_title;The Polish Enclave;;;;;;;;;;;;;;;;;;;;;;;x
croatian_compromise_desc;Originally signed in 1868, based on the Austro-Hungarian Compromise a year before, the Croatian Compromise acknowledged the long standing autonomy of Croatia within Hungary. It allowed the formation of a Croatian Parliament and gave seats to Croatian MPs in Budapest. With this Compromise, we recognise Croatians as full right citizens of our state. ;;;;;;;;;;;;;;;;;;;;;;;x
croatian_compromise_title;The Croatian Compromise;;;;;;;;;;;;;;;;;;;;;;;x
romanian_compromise_desc;From the 16-17th centuries, when Hungary was ravaged from the wars with the Ottoman Empire, more and more Romanian immigrants arrived to Transylvania, in so huge numbers, that in some regions they are now in majority. The idea to have a nation of their own, spreads rapidly among them, which causes ethnic tensions to rise. We have two option. We either resume the policy of assimilation, which might lead to an explosion of ethnic tensions, or we might Compromise with them, just like we did in the Croatian Compromise. This way we recognise their citizenship and give them some of the power they seek. Having more such compromises considerably enriches our own culture, and our tolerance of minorities raises our reputation in the World. The Powers however might consider this kind of bowing to nationalist pressure a weakness.;;;;;;;;;;;;;;;;;;;;;;;x
romanian_compromise_title;The Romanian Compromise;;;;;;;;;;;;;;;;;;;;;;;x
dominions_of_the_crown_desc;"Dominions of the Holy Crown is a term traditionally used for the states surrounding Hungary that are either vassals of Hungary or otherwise in the Hungarian sphere of influence. Such states were notably the military buffer states in the Balkans called ""bánságok"" (plural) or the vassal principality of Wallachia in the 14th century. With enough prestige and power, at the heigth of imperialism, a more direct control may be exercised over the sphere of influence.";;;;;;;;;;;;;;;;;;;;;;;x
dominions_of_the_crown_title;A Szent Korona országai;;;;;;;;;;;;;;;;;;;;;;;x
nandorfehervar_desc;Nándorfehérvár was the name of Belgrade when it was a Hungarian fortress in the (late) Middle Ages. Most notable was its siege in 1456, when János Hunyadi, Mihály Szilágyi and the crusaders of Giovanni da Capestrano defeated the Ottomans that thwarted their advance in the region for 50 years. The fortress eventually fell in 1522. The local population might not view the renaming of the city favorably.;;;;;;;;;;;;;;;;;;;;;;;x
nandorfehervar_title;Nándorfehérvár;;;;;;;;;;;;;;;;;;;;;;;x
rename_nandorfehervar_desc;We have reclaimed our capital from the opressors! We should rename it to Belgrade, that it once was.;;;;;;;;;;;;;;;;;;;;;;;x
rename_nandorfehervar_title;Belgrade;;;;;;;;;;;;;;;;;;;;;;;x
pest_vac_railroad_desc;In 1846 the first railroad line was built in Hungary between Pest and Vác. This marks a significant step in the modernisation of the Nation.;;;;;;;;;;;;;;;;;;;;;;;x
pest_vac_railroad_title;Pest-Vác Railroad;;;;;;;;;;;;;;;;;;;;;;;x
lanchid_begins_desc;In 1839 works have begun on the first permanent bridge over the river Danube to connect Pest and Buda. The project's initiator was Baron István Széchenyi, and its main investor Baron György Sina. The chief engineer was scottish engineer Adam Clark, working based on the plans of englishman William Tierney Clark. The constrution lasted for 10 years.;;;;;;;;;;;;;;;;;;;;;;;x
lanchid_begins_title;Start Construction of Lánchíd;;;;;;;;;;;;;;;;;;;;;;;x
lanchid_desc;In 1849 the Lánchíd (i.e. chain-bridge) was finished. It was the first permanent bridge over the river Danube that connected Pest and Buda. The chief engineer was scottish engineer Adam Clark. Today, the square at the Buda bridgehead, is named after him. The Lánchíd was a significant infrastructural development, both helping trade and commerce and making the life of the population easier.;;;;;;;;;;;;;;;;;;;;;;;x
lanchid_opt;Great!;;;;;;;;;;;;;;;;;;;;;;;x
lanchid_title;Lánchíd;;;;;;;;;;;;;;;;;;;;;;;x
milenium_desc;The years 1895-96 are the 1000th anniversary of the Magyar tribes arriving to the Carpathian basin. On this occasion large celebrations were held throughout the country for the whole year. This was a period of great pride and nationalism. (Legend says, the academic comitee, tasked with the research of the origin of Magyars, were asked to date the arrival for a year later, as preparations for the celebrations were not yet ready in 1895.);;;;;;;;;;;;;;;;;;;;;;;x
milenium_title;Millenial Celebrations;;;;;;;;;;;;;;;;;;;;;;;x
regulate_tisza_desc;The river Tisza, flowing through Alföld, threatens large areas with its regular floods and also creating swamps in its floodplains. By regulating the river and draining the swamps, more land can be cultivated and so production increases.;;;;;;;;;;;;;;;;;;;;;;;x
regulate_tisza_title;Regulate Tisza River;;;;;;;;;;;;;;;;;;;;;;;x
regulated_tisza;Regulated Tisza River;;;;;;;;;;;;;;;;;;;;;;;x
build_parliament_desc;For the millenial celebrations of 1896 a new and impressive building in neo-gothic style was built to house the Hungarian Parliament, ultimately making Budapest the econimic and administrative center of Hungary. The Parliament building is one of the most notable landmarks of (even modern day) Budapest and houses the Parliament ever since.;;;;;;;;;;;;;;;;;;;;;;;x
build_parliament_title;Build The Parliament;;;;;;;;;;;;;;;;;;;;;;;x
purge_foreign_elite_desc;Expel the foreign oppressors from our country!;;;;;;;;;;;;;;;;;;;;;;;x
purge_foreign_elite_title;Purge Foreign Elite;;;;;;;;;;;;;;;;;;;;;;;x
accepting_the_slovaks_desc;Accepting the Slovakian minority as Hungarians would go a long way towards fixing our ethnic troubles.;;;;;;;;;;;;;;;;;;;;;;;x
accepting_the_slovaks_title;Accepting the Slovaks;;;;;;;;;;;;;;;;;;;;;;;x
hun_cro_settlement_title;Croatian-Hungarian Settlement;;;;;;;;;;;;;;;;;;;;;;;x
hun_cro_settlement_desc;Originally signed in 1868, the Croatian-Hungarian Settlement acknowledged the long standing autonomy of Croatia within Hungary. It allowed the formation of a Croatian Parliament and gave seats to Croatian MPs in Budapest, and Fiume was declared a Corpus separatum directly connected to the Lands of the Crown of Saint Stephen and therefore not falling within the domain of Croatian autonomy within the kingdom, but within the domain of the joint Hungarian parliament and government. With this Compromise, we recognise Croatians as full right citizens of our state. ;;;;;;;;;;;;;;;;;;;;;;;x
triune_kingdom_desc;"In the Croatian-Hungarian Settlement, the territory known as Lands of the Crown of Saint Stephen was officially defined as ""a state union of the Kingdom of Hungary and the Kingdoms of Dalmatia, Croatia and Slavonia"". Since then, the Croats are pushing for uniting the Triune Kingdom under our flag. We should give them what they want - it would definitely help our economy and our dreams of becoming the main naval power of the Adriatic Sea.";;;;;;;;;;;;;;;;;;;;;;;x
triune_kingdom_title;Triune Kingdom;;;;;;;;;;;;;;;;;;;;;;;x
make_budapest_capital_title;Make Budapest the Capital;;;;;;;;;;;;;;;;;;;;;;;x
make_budapest_capital_desc;Budapest has grown in one of the most important cities of Hungary, the heart of our economic activity. As such, there's nothing more natural than making it the heart of our country as well.;;;;;;;;;;;;;;;;;;;;;;;x
restore_khmer_empire_desc;The Khmer Empire was once the greatest in Southern Asia, let us reclaim our old lands and forge an empire that will stand against the powers of the West.;;;;;;;;;;;;;;;;;;;;;;;x
restore_khmer_empire_title;Restoration of the Khmer Empire;;;;;;;;;;;;;;;;;;;;;;;x
claim_slovene_lands_desc;The Slovene provinces of Trieste and Klagenfurt have been under foreign rulers for too long, let us reclaim our land!;;;;;;;;;;;;;;;;;;;;;;;x
